name	title	source	organism	experiment	well	individual	molecule	description	processed1	processed2	processed3	processed4	processed5	raw
Sample 0207	20170907-B03-NA18855	LCL-derived iPSC	Homo sapiens	20170907	B03	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-B03-NA18855.fastq.gz
Sample 0208	20170907-B04-NA18855	LCL-derived iPSC	Homo sapiens	20170907	B04	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-B04-NA18855.fastq.gz
Sample 0209	20170907-B05-NA18855	LCL-derived iPSC	Homo sapiens	20170907	B05	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-B05-NA18855.fastq.gz
Sample 0210	20170907-B06-NA18855	LCL-derived iPSC	Homo sapiens	20170907	B06	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-B06-NA18855.fastq.gz
Sample 0211	20170907-B07-NA18855	LCL-derived iPSC	Homo sapiens	20170907	B07	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-B07-NA18855.fastq.gz
Sample 0212	20170907-B08-NA18855	LCL-derived iPSC	Homo sapiens	20170907	B08	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-B08-NA18855.fastq.gz
Sample 0213	20170907-B09-NA19098	LCL-derived iPSC	Homo sapiens	20170907	B09	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-B09-NA19098.fastq.gz
Sample 0214	20170907-B10-NA19098	LCL-derived iPSC	Homo sapiens	20170907	B10	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-B10-NA19098.fastq.gz
Sample 0215	20170907-B11-NA18855	LCL-derived iPSC	Homo sapiens	20170907	B11	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-B11-NA18855.fastq.gz
Sample 0216	20170907-B12-NA18855	LCL-derived iPSC	Homo sapiens	20170907	B12	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-B12-NA18855.fastq.gz
Sample 0217	20170907-C01-NA19098	LCL-derived iPSC	Homo sapiens	20170907	C01	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-C01-NA19098.fastq.gz
Sample 0218	20170907-C02-NA19098	LCL-derived iPSC	Homo sapiens	20170907	C02	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-C02-NA19098.fastq.gz
Sample 0219	20170907-C03-NA18855	LCL-derived iPSC	Homo sapiens	20170907	C03	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-C03-NA18855.fastq.gz
Sample 0220	20170907-C04-NA19098	LCL-derived iPSC	Homo sapiens	20170907	C04	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-C04-NA19098.fastq.gz
Sample 0221	20170907-C05-NA18855	LCL-derived iPSC	Homo sapiens	20170907	C05	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-C05-NA18855.fastq.gz
Sample 0222	20170907-C06-NA18855	LCL-derived iPSC	Homo sapiens	20170907	C06	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-C06-NA18855.fastq.gz
Sample 0223	20170907-C07-NA19098	LCL-derived iPSC	Homo sapiens	20170907	C07	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-C07-NA19098.fastq.gz
Sample 0224	20170907-C08-NA18855	LCL-derived iPSC	Homo sapiens	20170907	C08	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-C08-NA18855.fastq.gz
Sample 0225	20170907-C09-NA18855	LCL-derived iPSC	Homo sapiens	20170907	C09	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-C09-NA18855.fastq.gz
Sample 0226	20170907-C10-NA19098	LCL-derived iPSC	Homo sapiens	20170907	C10	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-C10-NA19098.fastq.gz
Sample 0227	20170907-C11-NA18855	LCL-derived iPSC	Homo sapiens	20170907	C11	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-C11-NA18855.fastq.gz
Sample 0228	20170907-C12-NA18855	LCL-derived iPSC	Homo sapiens	20170907	C12	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-C12-NA18855.fastq.gz
Sample 0229	20170907-D01-NA19098	LCL-derived iPSC	Homo sapiens	20170907	D01	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-D01-NA19098.fastq.gz
Sample 0230	20170907-D02-NA19098	LCL-derived iPSC	Homo sapiens	20170907	D02	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-D02-NA19098.fastq.gz
Sample 0231	20170907-D03-NA19098	LCL-derived iPSC	Homo sapiens	20170907	D03	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-D03-NA19098.fastq.gz
Sample 0232	20170907-D04-NA19098	LCL-derived iPSC	Homo sapiens	20170907	D04	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-D04-NA19098.fastq.gz
Sample 0233	20170907-D05-NA18855	LCL-derived iPSC	Homo sapiens	20170907	D05	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-D05-NA18855.fastq.gz
Sample 0234	20170907-D06-NA19098	LCL-derived iPSC	Homo sapiens	20170907	D06	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-D06-NA19098.fastq.gz
Sample 0235	20170907-D07-NA19098	LCL-derived iPSC	Homo sapiens	20170907	D07	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-D07-NA19098.fastq.gz
Sample 0236	20170907-D08-NA19098	LCL-derived iPSC	Homo sapiens	20170907	D08	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-D08-NA19098.fastq.gz
Sample 0237	20170907-D09-NA18855	LCL-derived iPSC	Homo sapiens	20170907	D09	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-D09-NA18855.fastq.gz
Sample 0238	20170907-D10-NA18855	LCL-derived iPSC	Homo sapiens	20170907	D10	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-D10-NA18855.fastq.gz
Sample 0239	20170907-D11-NA19098	LCL-derived iPSC	Homo sapiens	20170907	D11	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-D11-NA19098.fastq.gz
Sample 0240	20170907-D12-NA19098	LCL-derived iPSC	Homo sapiens	20170907	D12	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-D12-NA19098.fastq.gz
Sample 0241	20170907-E01-NA19098	LCL-derived iPSC	Homo sapiens	20170907	E01	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-E01-NA19098.fastq.gz
Sample 0242	20170907-E02-NA19098	LCL-derived iPSC	Homo sapiens	20170907	E02	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-E02-NA19098.fastq.gz
Sample 0243	20170907-E03-NA19098	LCL-derived iPSC	Homo sapiens	20170907	E03	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-E03-NA19098.fastq.gz
Sample 0244	20170907-E04-NA18855	LCL-derived iPSC	Homo sapiens	20170907	E04	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-E04-NA18855.fastq.gz
Sample 0245	20170907-E05-NA18855	LCL-derived iPSC	Homo sapiens	20170907	E05	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-E05-NA18855.fastq.gz
Sample 0246	20170907-E06-NA19098	LCL-derived iPSC	Homo sapiens	20170907	E06	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-E06-NA19098.fastq.gz
Sample 0247	20170907-E07-NA18855	LCL-derived iPSC	Homo sapiens	20170907	E07	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-E07-NA18855.fastq.gz
Sample 0248	20170907-E08-NA18855	LCL-derived iPSC	Homo sapiens	20170907	E08	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-E08-NA18855.fastq.gz
Sample 0249	20170907-E09-NA18855	LCL-derived iPSC	Homo sapiens	20170907	E09	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-E09-NA18855.fastq.gz
Sample 0250	20170907-E10-NA18855	LCL-derived iPSC	Homo sapiens	20170907	E10	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-E10-NA18855.fastq.gz
Sample 0251	20170907-E11-NA19098	LCL-derived iPSC	Homo sapiens	20170907	E11	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-E11-NA19098.fastq.gz
Sample 0252	20170907-E12-NA18855	LCL-derived iPSC	Homo sapiens	20170907	E12	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-E12-NA18855.fastq.gz
Sample 0253	20170907-F01-NA19098	LCL-derived iPSC	Homo sapiens	20170907	F01	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-F01-NA19098.fastq.gz
Sample 0254	20170907-F02-NA18855	LCL-derived iPSC	Homo sapiens	20170907	F02	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-F02-NA18855.fastq.gz
Sample 0255	20170907-F03-NA19098	LCL-derived iPSC	Homo sapiens	20170907	F03	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-F03-NA19098.fastq.gz
Sample 0256	20170907-F04-NA18855	LCL-derived iPSC	Homo sapiens	20170907	F04	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-F04-NA18855.fastq.gz
Sample 0257	20170907-F05-NA19098	LCL-derived iPSC	Homo sapiens	20170907	F05	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-F05-NA19098.fastq.gz
Sample 0258	20170907-F06-NA18855	LCL-derived iPSC	Homo sapiens	20170907	F06	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-F06-NA18855.fastq.gz
Sample 0259	20170907-F07-NA18855	LCL-derived iPSC	Homo sapiens	20170907	F07	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-F07-NA18855.fastq.gz
Sample 0260	20170907-F08-NA19098	LCL-derived iPSC	Homo sapiens	20170907	F08	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-F08-NA19098.fastq.gz
Sample 0261	20170907-F09-NA19098	LCL-derived iPSC	Homo sapiens	20170907	F09	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-F09-NA19098.fastq.gz
Sample 0262	20170907-F10-NA19098	LCL-derived iPSC	Homo sapiens	20170907	F10	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-F10-NA19098.fastq.gz
Sample 0263	20170907-F11-NA19098	LCL-derived iPSC	Homo sapiens	20170907	F11	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-F11-NA19098.fastq.gz
Sample 0264	20170907-F12-NA18855	LCL-derived iPSC	Homo sapiens	20170907	F12	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-F12-NA18855.fastq.gz
Sample 0265	20170907-G01-NA18855	LCL-derived iPSC	Homo sapiens	20170907	G01	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-G01-NA18855.fastq.gz
Sample 0266	20170907-G02-NA19098	LCL-derived iPSC	Homo sapiens	20170907	G02	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-G02-NA19098.fastq.gz
Sample 0267	20170907-G03-NA19098	LCL-derived iPSC	Homo sapiens	20170907	G03	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-G03-NA19098.fastq.gz
Sample 0268	20170907-G04-NA18855	LCL-derived iPSC	Homo sapiens	20170907	G04	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-G04-NA18855.fastq.gz
Sample 0269	20170907-G05-NA18855	LCL-derived iPSC	Homo sapiens	20170907	G05	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-G05-NA18855.fastq.gz
Sample 0270	20170907-G06-NA19098	LCL-derived iPSC	Homo sapiens	20170907	G06	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-G06-NA19098.fastq.gz
Sample 0271	20170907-G07-NA19098	LCL-derived iPSC	Homo sapiens	20170907	G07	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-G07-NA19098.fastq.gz
Sample 0272	20170907-G08-NA19098	LCL-derived iPSC	Homo sapiens	20170907	G08	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-G08-NA19098.fastq.gz
Sample 0273	20170907-G09-NA18855	LCL-derived iPSC	Homo sapiens	20170907	G09	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-G09-NA18855.fastq.gz
Sample 0274	20170907-G10-NA18855	LCL-derived iPSC	Homo sapiens	20170907	G10	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-G10-NA18855.fastq.gz
Sample 0275	20170907-G11-NA18855	LCL-derived iPSC	Homo sapiens	20170907	G11	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-G11-NA18855.fastq.gz
Sample 0276	20170907-G12-NA18855	LCL-derived iPSC	Homo sapiens	20170907	G12	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-G12-NA18855.fastq.gz
Sample 0277	20170907-H01-NA19098	LCL-derived iPSC	Homo sapiens	20170907	H01	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-H01-NA19098.fastq.gz
Sample 0278	20170907-H02-NA19098	LCL-derived iPSC	Homo sapiens	20170907	H02	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-H02-NA19098.fastq.gz
Sample 0279	20170907-H03-NA19098	LCL-derived iPSC	Homo sapiens	20170907	H03	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-H03-NA19098.fastq.gz
Sample 0280	20170907-H04-NA18855	LCL-derived iPSC	Homo sapiens	20170907	H04	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-H04-NA18855.fastq.gz
Sample 0281	20170907-H05-NA19098	LCL-derived iPSC	Homo sapiens	20170907	H05	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-H05-NA19098.fastq.gz
Sample 0282	20170907-H06-NA19098	LCL-derived iPSC	Homo sapiens	20170907	H06	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-H06-NA19098.fastq.gz
Sample 0283	20170907-H07-NA19098	LCL-derived iPSC	Homo sapiens	20170907	H07	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-H07-NA19098.fastq.gz
Sample 0284	20170907-H08-NA19098	LCL-derived iPSC	Homo sapiens	20170907	H08	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-H08-NA19098.fastq.gz
Sample 0285	20170907-H09-NA19098	LCL-derived iPSC	Homo sapiens	20170907	H09	NA19098	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-H09-NA19098.fastq.gz
Sample 0286	20170907-H10-NA18855	LCL-derived iPSC	Homo sapiens	20170907	H10	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-H10-NA18855.fastq.gz
Sample 0287	20170907-H11-NA18855	LCL-derived iPSC	Homo sapiens	20170907	H11	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-H11-NA18855.fastq.gz
Sample 0288	20170907-H12-NA18855	LCL-derived iPSC	Homo sapiens	20170907	H12	NA18855	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170907-H12-NA18855.fastq.gz
Sample 0289	20170908-A01-NA18870	LCL-derived iPSC	Homo sapiens	20170908	A01	NA18870	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170908-A01-NA18870.fastq.gz
Sample 0290	20170908-A02-NA19101	LCL-derived iPSC	Homo sapiens	20170908	A02	NA19101	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170908-A02-NA19101.fastq.gz
Sample 0291	20170908-A03-NA18870	LCL-derived iPSC	Homo sapiens	20170908	A03	NA18870	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170908-A03-NA18870.fastq.gz
Sample 0292	20170908-A04-NA18870	LCL-derived iPSC	Homo sapiens	20170908	A04	NA18870	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170908-A04-NA18870.fastq.gz
Sample 0293	20170908-A05-NA18870	LCL-derived iPSC	Homo sapiens	20170908	A05	NA18870	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170908-A05-NA18870.fastq.gz
Sample 0294	20170908-A06-NA19101	LCL-derived iPSC	Homo sapiens	20170908	A06	NA19101	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170908-A06-NA19101.fastq.gz
Sample 0295	20170908-A07-NA18870	LCL-derived iPSC	Homo sapiens	20170908	A07	NA18870	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170908-A07-NA18870.fastq.gz
Sample 0296	20170908-A08-NA18870	LCL-derived iPSC	Homo sapiens	20170908	A08	NA18870	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170908-A08-NA18870.fastq.gz
Sample 0297	20170908-A09-NA19101	LCL-derived iPSC	Homo sapiens	20170908	A09	NA19101	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170908-A09-NA19101.fastq.gz
Sample 0298	20170908-A10-NA19101	LCL-derived iPSC	Homo sapiens	20170908	A10	NA19101	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170908-A10-NA19101.fastq.gz
Sample 0299	20170908-A11-NA18870	LCL-derived iPSC	Homo sapiens	20170908	A11	NA18870	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170908-A11-NA18870.fastq.gz
Sample 0300	20170908-A12-NA19101	LCL-derived iPSC	Homo sapiens	20170908	A12	NA19101	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170908-A12-NA19101.fastq.gz
Sample 0301	20170908-B01-NA19101	LCL-derived iPSC	Homo sapiens	20170908	B01	NA19101	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170908-B01-NA19101.fastq.gz
Sample 0302	20170908-B02-NA18870	LCL-derived iPSC	Homo sapiens	20170908	B02	NA18870	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170908-B02-NA18870.fastq.gz
Sample 0303	20170908-B03-NA19101	LCL-derived iPSC	Homo sapiens	20170908	B03	NA19101	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170908-B03-NA19101.fastq.gz
Sample 0304	20170908-B04-NA19101	LCL-derived iPSC	Homo sapiens	20170908	B04	NA19101	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170908-B04-NA19101.fastq.gz
Sample 0305	20170908-B05-NA19101	LCL-derived iPSC	Homo sapiens	20170908	B05	NA19101	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170908-B05-NA19101.fastq.gz
Sample 0306	20170908-B06-NA19101	LCL-derived iPSC	Homo sapiens	20170908	B06	NA19101	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170908-B06-NA19101.fastq.gz
Sample 0307	20170908-B07-NA18870	LCL-derived iPSC	Homo sapiens	20170908	B07	NA18870	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170908-B07-NA18870.fastq.gz
Sample 0308	20170908-B08-NA19101	LCL-derived iPSC	Homo sapiens	20170908	B08	NA19101	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170908-B08-NA19101.fastq.gz
Sample 0309	20170908-B09-NA18870	LCL-derived iPSC	Homo sapiens	20170908	B09	NA18870	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170908-B09-NA18870.fastq.gz
Sample 0310	20170908-B10-NA19101	LCL-derived iPSC	Homo sapiens	20170908	B10	NA19101	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170908-B10-NA19101.fastq.gz
Sample 0311	20170908-B11-NA19101	LCL-derived iPSC	Homo sapiens	20170908	B11	NA19101	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170908-B11-NA19101.fastq.gz
Sample 0312	20170908-B12-NA19101	LCL-derived iPSC	Homo sapiens	20170908	B12	NA19101	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170908-B12-NA19101.fastq.gz
Sample 0313	20170908-C01-NA18870	LCL-derived iPSC	Homo sapiens	20170908	C01	NA18870	polyA RNA		eset-raw.rds	fucci-counts.txt.gz	fucci-annotation.txt	fucci-annotation-description.txt	eset-final.rds	20170908-C01-NA18870.fastq.gz
