sample_id	experiment	well	cell_number	concentration	ERCC	individual.1	individual.2	image_individual	image_label	raw	umi	mapped	unmapped	reads_ercc	reads_hs	reads_egfp	reads_mcherry	molecules	mol_ercc	mol_hs	mol_egfp	mol_mcherry	detect_ercc	detect_hs	chip_id	chipmix	freemix	snps	reads	avg_dp	min_dp	snps_w_min	valid_id	cut_off_reads	unmapped_ratios	cut_off_unmapped	ercc_percentage	cut_off_ercc	cut_off_genes	ercc_conversion	conversion	conversion_outlier	molecule_outlier	filter_all	rfp.median.log10sum	gfp.median.log10sum	dapi.median.log10sum	rfp.median.log10sum.adjust	gfp.median.log10sum.adjust	dapi.median.log10sum.adjust	size	perimeter	eccentricity	theta
20170908-F05	20170908	F05	1	2.879458352	50x dilution	NA18870	NA19101	18870_19101	80	5736747	3251245	1863437	1387808	51715	1810675	983	64	176457	2647	173758	47	5	42	8783	NA19101	0.25326	0.09603	311848	9918	0.03	1	3932	TRUE	TRUE	0.426854328111231	TRUE	0.0277524810337028	TRUE	TRUE	0.0511843759064101	0.0959631076808373	FALSE	FALSE	TRUE	3.11683556275119	3.01843186074598	2.85089618184655	0.645922908448119	0.211885423331856	-0.0924275277365556	1256	110	0.662402379144306	4.34584169393701
20170908-F06	20170908	F06	1	3.091222713	50x dilution	NA18870	NA19101	18870_19101	79	5639116	3239316	1891586	1347730	65581	1825564	397	44	159122	2650	156443	27	2	38	8672	NA19101	0.33398	0.12153	311848	8970	0.03	1	3682	TRUE	TRUE	0.416053882980234	TRUE	0.0346698484763579	TRUE	TRUE	0.0404080450130373	0.0856957082852203	FALSE	FALSE	TRUE	3.01536777670956	2.78491054042551	2.66713833868482	0.606486366869768	-0.115345157516322	-0.254163685339108	1233	110	0.491933777145788	3.60183261334352
20170908-F07	20170908	F07	1	1.457550901	50x dilution	NA18870	NA19101	18870_19101	34	3820300	2324575	1396440	928135	76113	1320152	175	0	113137	2318	110810	9	0	39	6968	NA19101	0.47234	0.18038	311848	3581	0.01	1	2170	TRUE	TRUE	0.39927083445361	TRUE	0.0545050270688322	TRUE	TRUE	0.0304547186420191	0.0839373041892146	FALSE	FALSE	TRUE	1.68383495274296	2.05719645367589	2.5988422336347	-0.368595588860408	-0.58671190786354	-0.372322491000058	1425	116	0.497777495247306	1.92811210819842
20170908-F09	20170908	F09	1	2.545155669	50x dilution	NA18870	NA19101	18870_19101	36	4710907	2915924	1886347	1029577	70251	1815426	622	48	145989	2437	143508	37	7	37	8794	NA18870	0.28459	0.11277	311848	9046	0.03	1	3766	TRUE	TRUE	0.353087734796929	TRUE	0.0372418224218556	TRUE	TRUE	0.0346898976527025	0.0790492148950164	FALSE	FALSE	TRUE	1.8003399567142	2.98200335428666	2.68497311622989	-0.0713190028327306	0.27097523910505	-0.198612944791027	984	96	0.698423314997919	5.76949945549299
20170908-F10	20170908	F10	1	2.461402399	50x dilution	NA18870	NA19101	18870_19101	84	5339043	3244353	2095327	1149026	85237	2009903	186	1	140019	2503	137505	10	1	38	8053	NA18870	0.27911	0.09567	311848	7825	0.03	1	3141	TRUE	TRUE	0.354161831342027	TRUE	0.0406795693464552	TRUE	TRUE	0.029365181787252	0.0684137493202408	FALSE	FALSE	TRUE	2.54437777027756	2.48542575705352	2.45189093141444	0.216382802464447	-0.390000557509024	-0.462504949392061	1512	134	0.890506798593611	2.66456774137299
20170908-F11	20170908	F11	1	3.322591392	50x dilution	NA18870	NA19101	18870_19101	83	5321919	3216226	2141841	1074385	60227	2081136	478	0	169040	2394	166605	41	0	36	8902	NA19101	0.27253	0.09139	311848	10013	0.03	1	3973	TRUE	TRUE	0.334051462801432	TRUE	0.0281192674899771	TRUE	TRUE	0.039749613960516	0.0800548354360311	FALSE	FALSE	TRUE	1.73494814694672	3.0872034094285	2.89968973900295	-0.191180459433707	0.29964422135255	0.0803614109578223	1537	119	0.524940649289584	6.00000430287157
20170908-F12	20170908	F12	1	3.61948795	50x dilution	NA18870	NA19101	18870_19101	82	5465911	3183565	1824344	1359221	67121	1756551	671	1	161957	2639	159274	43	1	35	8809	NA18870	0.27407	0.08908	311848	9065	0.03	1	3746	TRUE	TRUE	0.426949347665275	TRUE	0.0367918550448819	TRUE	TRUE	0.0393170542751151	0.0906742815893191	FALSE	FALSE	TRUE	2.3593010073633	2.4358328756273	2.65159223470995	0.080186250667833	-0.412433212937508	-0.195870819696751	1095	101	0.645195807085623	2.43869937276688
20170908-G03	20170908	G03	1	2.592051364	50x dilution	NA18870	NA19101	18870_19101	39	5383249	3227508	1993690	1233818	88387	1904390	910	3	133819	2472	131306	38	3	33	8133	NA19101	0.34357	0.10613	311848	7390	0.02	1	3168	TRUE	TRUE	0.382281933925493	TRUE	0.0443333717879911	TRUE	TRUE	0.0279679138334823	0.0689491123141793	FALSE	FALSE	TRUE	2.57332329052982	2.83408332801183	2.95090357309867	0.231907758802881	-0.125828499329274	0.0235551367462365	1589	125	0.419834095814783	3.12534345150676
20170908-G05	20170908	G05	1	2.886060372	50x dilution	NA18870	NA19101	18870_19101	86	4635807	2737803	1699596	1038207	76667	1622410	503	16	133272	2647	130601	23	1	35	8253	NA18870	0.26328	0.12568	311848	8062	0.03	1	3294	TRUE	TRUE	0.379211725606262	TRUE	0.0451089553046724	TRUE	TRUE	0.0345259368437529	0.0804981478171362	FALSE	FALSE	TRUE	2.68820558964583	2.51710115706047	2.5541056004232	0.265136095258919	-0.208859627092134	-0.316144362841061	1218	106	0.484652696785193	2.97919637882456
20170908-G06	20170908	G06	1	4.163588045	50x dilution	NA18870	NA19101	18870_19101	85	5317638	3090382	1742395	1347987	72014	1670205	175	1	151971	2815	149131	24	1	39	8818	NA18870	0.34048	0.18878	311848	9016	0.03	1	3714	TRUE	TRUE	0.436187824029521	TRUE	0.0413304675461075	TRUE	TRUE	0.0390896214624934	0.0892890393694187	FALSE	FALSE	TRUE	1.77952603335396	3.12483441487523	2.95946818851304	-0.278437127201829	0.264246354906118	0.0965956550324458	1338	114	0.720808089444359	6.21849545344191
20170908-G07	20170908	G07	1	4.165603726	50x dilution	NA18870	NA19101	18870_19101	40	4936416	3034401	2044055	990346	68242	1974625	1187	1	150613	2492	148065	55	1	43	8868	NA19101	0.32665	0.09165	311848	9478	0.03	1	3932	TRUE	TRUE	0.326372816249401	TRUE	0.0333855987241048	TRUE	TRUE	0.0365171009056007	0.074983857694499	FALSE	FALSE	TRUE	2.77113408032946	2.51510543287625	2.68059078881281	0.665276186188409	-0.056066412849356	-0.128002062904789	1254	118	0.740802849100543	3.75631057899736
20170908-G08	20170908	G08	1	3.084557149	50x dilution	NA18870	NA19101	18870_19101	41	5086788	3167870	2106131	1061739	62243	2043262	625	1	162595	2530	160020	44	1	41	8955	NA19101	0.25456	0.09389	311848	10377	0.03	1	4172	TRUE	TRUE	0.335158639716908	TRUE	0.0295532424146456	TRUE	TRUE	0.0406471410439728	0.0783159477345539	FALSE	FALSE	TRUE	1.9457330550043	3.15926528401305	2.76579934547252	-0.118955669263112	0.234911655706586	-0.137650586894758	1602	124	0.811335241549078	5.94549071538262
20170908-G10	20170908	G10	1	3.737006278	50x dilution	NA18870	NA19101	18870_19101	90	5092428	3072684	1974450	1098234	83444	1890835	171	0	129978	2439	127521	18	0	33	7957	NA19101	0.34859	0.1259	311848	7302	0.02	1	3004	TRUE	TRUE	0.357418465419809	TRUE	0.0422618957177948	TRUE	TRUE	0.0292291836441206	0.0674416329293672	FALSE	FALSE	TRUE	2.80771386617373	2.70452191018415	2.63975848732747	0.179224821259407	-0.106502351755395	-0.269193348859303	1408	120	0.574310073751627	3.04662686666886
20170908-G11	20170908	G11	1	3.924016394	50x dilution	NA18870	NA19101	18870_19101	89	4895044	2942741	1947743	994998	69303	1877719	720	1	139972	2415	137512	44	1	38	8299	NA18870	0.25959	0.06751	311848	8191	0.03	1	3355	TRUE	TRUE	0.338119460734057	TRUE	0.0355811829384061	TRUE	TRUE	0.0348469763213714	0.0732335349431944	FALSE	FALSE	TRUE	2.62996983365568	2.59381662246423	2.78335499792015	0.0929115120772939	-0.256511684770114	-0.0771989001578781	1278	112	0.478855529393244	2.51610511240301
20170908-G12	20170908	G12	1	3.987157151	50x dilution	NA18870	NA19101	18870_19101	88	5438707	3099583	1784175	1315408	60826	1722921	358	70	153593	2489	151075	27	2	38	8573	NA18870	0.3293	0.13192	311848	9146	0.03	1	3664	TRUE	TRUE	0.424382247547493	TRUE	0.0340919472585369	TRUE	TRUE	0.040920001315227	0.0876853901020418	FALSE	FALSE	TRUE	2.03616604426731	2.92524188938722	2.76161794855314	-0.144310242304146	0.00192427738874423	-0.211908346336371	1837	137	0.801087020885642	0.937257973454959
20170908-H02	20170908	H02	1	3.174770994	50x dilution	NA18870	NA19101	18870_19101	44	4732898	2801059	1665377	1135682	46948	1618199	230	0	161420	2564	158827	29	0	41	9151	NA19101	0.22569	0.10784	311848	9740	0.03	1	4163	TRUE	TRUE	0.405447368298918	TRUE	0.0281906138970335	TRUE	TRUE	0.0546136150634745	0.0981504746943979	FALSE	FALSE	TRUE	1.94911844186733	3.11820873443636	2.85516636288324	-0.0639076001850287	0.737247756651167	0.114630952601992	1524	123	0.783271819139406	5.58772472613885
20170908-H07	20170908	H07	1	4.29267566	50x dilution	NA18870	NA19101	18870_19101	46	4684439	2819675	1823851	995824	66618	1756933	300	0	130947	2236	128684	27	0	40	8277	NA19101	0.20786	0.09518	311848	7721	0.02	1	3254	TRUE	TRUE	0.353169780205165	TRUE	0.0365260100742879	TRUE	TRUE	0.0335645020865232	0.0732435442899644	FALSE	FALSE	TRUE	2.492280450788	2.31463333551809	2.63122462316522	0.27130549151419	-0.539965968333965	-0.293096902765588	1630	158	0.852891193055561	2.64912388339232
20170908-H09	20170908	H09	1	4.500813499	50x dilution	NA18870	NA19101	18870_19101	48	5278799	3117692	1946073	1171619	58834	1886601	629	9	162293	2473	159788	31	1	35	9138	NA18870	0.23254	0.10773	311848	9982	0.03	1	4078	TRUE	TRUE	0.375796903606899	TRUE	0.0302321649804504	TRUE	TRUE	0.04203351803379	0.0846962341268769	FALSE	FALSE	TRUE	2.08722567977109	3.15623525331629	2.96468355979073	0.153193448325723	0.739663679796935	0.111956311199375	2232	161	0.74194160617759	5.37785427252895
20170908-H10	20170908	H10	1	5.806953776	50x dilution	NA18870	NA19101	18870_19101	96	4765357	2818832	1846116	972716	80623	1765076	416	1	127376	2398	124944	33	1	37	7926	NA18870	0.25911	0.08475	311848	7488	0.02	1	3109	TRUE	TRUE	0.345077677562905	TRUE	0.0436716869362489	TRUE	TRUE	0.029743373479032	0.0707867536581994	FALSE	FALSE	TRUE	2.7606261555842	2.52734075735365	2.6671617415779	0.421237846870164	-0.0916588328063717	-0.20738970185069	1210	106	0.581274838360567	3.53816968612133
20170910-A02	20170910	A02	1	1.629486005	50x dilution	NA18855	NA19101	18855_19101	2	5574052	3409801	2249461	1160340	42232	2206637	586	6	156994	1763	155200	29	2	36	8852	NA19101	0.33789	0.11593	311848	8633	0.03	1	3827	TRUE	TRUE	0.340295518712089	TRUE	0.0187742752597178	TRUE	TRUE	0.0417455957567721	0.0703332718521442	FALSE	FALSE	TRUE	2.31547153627659	2.96317892077952	2.69702417949701	0.0501043904917009	0.183578258839455	-0.109530072226053	1816	130	0.660925667934673	5.40719588098652
20170910-A07	20170910	A07	1	1.547018379	50x dilution	NA18855	NA19101	18855_19101	6	5056372	3175309	2201140	974169	34927	2166184	28	1	163200	1750	161440	9	1	40	9415	NA19101	0.25412	0.11717	311848	9744	0.03	1	4373	TRUE	TRUE	0.306795023728399	TRUE	0.0158676867441417	TRUE	TRUE	0.0501045036791021	0.0745273716360198	FALSE	FALSE	TRUE	1.80436590536892	2.61500886188113	2.83102992188209	-0.550792746494952	-0.229963649942245	-0.114511481956202	2226	152	0.679503467689821	1.34015229228544
20170910-A08	20170910	A08	1	1.607967438	50x dilution	NA18855	NA19101	18855_19101	5	4651499	2906511	1953812	952699	42188	1910775	749	100	123498	1735	121727	33	3	31	8370	NA18855	0.31833	0.06167	311848	7236	0.02	1	3259	TRUE	TRUE	0.327780971756171	TRUE	0.0215926609110805	TRUE	TRUE	0.0411254385133213	0.0637055644960814	FALSE	FALSE	TRUE	1.85853022181992	3.21843188229482	2.7684764626494	-0.173842043381232	0.148387325597347	-0.178510662666278	1461	119	0.618498792639437	0.0492842992518572
20170910-A10	20170910	A10	1	1.671869456	50x dilution	NA18855	NA19101	18855_19101	52	5229874	3242064	2185074	1056990	37971	2146008	1059	36	159533	1785	157704	43	1	34	8944	NA19101	0.26534	0.09398	311848	8947	0.03	1	3790	TRUE	TRUE	0.326023792250862	TRUE	0.0173774435099223	TRUE	TRUE	0.0470095599273129	0.0734871445027232	FALSE	FALSE	TRUE	2.81557797124775	3.06088397626501	2.70613872018849	0.47839310105521	0.177548998992762	-0.232012314022366	1468	122	0.727832766659943	4.39185605576562
20170910-A11	20170910	A11	1	1.645140463	50x dilution	NA18855	NA19101	18855_19101	53	5044307	3183556	2200348	983208	46998	2152806	543	1	138708	1787	136894	26	1	39	8454	NA19101	0.26198	0.07594	311848	7540	0.02	1	3375	TRUE	TRUE	0.308839549233624	TRUE	0.0213593486121286	TRUE	TRUE	0.0380228945912592	0.0635886373412189	FALSE	FALSE	TRUE	1.81824663997641	3.12547219145623	2.67543542456498	-0.419637075469357	0.32462790568552	-0.208635089763718	1222	108	0.747826586211852	0.0135651081211714
20170910-B01	20170910	B01	1	1.957774363	50x dilution	NA18855	NA19101	18855_19101	9	5658070	3552003	2332445	1219558	41019	2290512	914	0	155407	1748	153615	44	0	29	8907	NA19101	0.29636	0.1384	311848	8551	0.03	1	3817	TRUE	TRUE	0.343343741545263	TRUE	0.0175862667715637	TRUE	TRUE	0.0426143982057096	0.0670657914038433	FALSE	FALSE	TRUE	2.73539726817453	2.77115297118373	2.60044072294707	0.240948042232202	-0.0701861745733483	-0.209228275892828	1345	117	0.568287584054888	3.37731388606838
20170910-B03	20170910	B03	1	1.488620193	50x dilution	NA18855	NA19101	18855_19101	7	4515755	2880744	1882093	998651	52841	1828719	519	14	116794	1721	115037	32	4	37	7842	NA19101	0.27264	0.12145	311848	6425	0.02	1	2865	TRUE	TRUE	0.346664264509446	TRUE	0.0280756583229415	TRUE	TRUE	0.0325694063322042	0.062905782681757	FALSE	FALSE	TRUE	2.65278833177835	2.60534520039343	2.57918693952619	0.312659609351778	-0.343670341086255	-0.325140877661651	1828	137	0.725990817857614	2.85395713867645
20170910-B04	20170910	B04	1	2.011850667	50x dilution	NA18855	NA19101	18855_19101	55	5440486	3376335	2314217	1062118	52721	2260926	541	29	139898	1760	138099	33	6	37	8350	NA19101	0.33923	0.13442	311848	7771	0.02	1	3365	TRUE	TRUE	0.314577196871756	TRUE	0.0227813554217258	TRUE	TRUE	0.0333832818042146	0.0610807253311254	FALSE	FALSE	TRUE	2.48920989466192	2.73553640247506	2.59045210379902	0.05272287385043	-0.0764059515047433	-0.231407461802401	1432	126	0.829293369046349	2.52651893910058
20170910-B05	20170910	B05	1	1.687922273	50x dilution	NA18855	NA19101	18855_19101	56	5169869	3224613	2074748	1149865	53561	2020605	569	13	127385	1865	125494	25	1	35	8166	NA19101	0.27169	0.12779	311848	7845	0.03	1	3406	TRUE	TRUE	0.356590077631021	TRUE	0.0258156653241743	TRUE	TRUE	0.0348201116484009	0.0621071411780135	FALSE	FALSE	TRUE	2.37217210766235	3.09024371143896	2.70537024912625	0.120621779149896	0.239044969850616	-0.192873945528349	1870	143	0.805227173792562	5.21313579302711
20170910-B06	20170910	B06	1	1.826521442	50x dilution	NA18855	NA19101	18855_19101	57	5306059	3340134	2244245	1095889	49678	2193121	1335	111	141137	1740	139343	53	1	34	8638	NA19101	0.31036	0.14675	311848	7916	0.03	1	3582	TRUE	TRUE	0.32809731585619	TRUE	0.0221357293878342	TRUE	TRUE	0.0350255646362575	0.0635363940247711	FALSE	FALSE	TRUE	2.83965297788147	2.92161170005293	2.57927188973229	0.587940053701977	0.0249357919157438	-0.257585769008073	1020	102	0.749402636680229	3.93864348697873
20170910-B07	20170910	B07	1	1.639429338	50x dilution	NA18855	NA19101	18855_19101	12	4387016	2821436	1922026	899410	42431	1878665	930	0	123233	1632	121568	33	0	30	8089	NA19101	0.27541	0.10181	311848	7360	0.02	1	3261	TRUE	TRUE	0.318777388535483	TRUE	0.0220761841931379	TRUE	TRUE	0.0384624449105607	0.0647097806154903	FALSE	FALSE	TRUE	2.8825437408014	3.03847134324909	2.96872517645995	0.438992222887252	0.0262822518492896	-0.00724547031228751	1592	121	0.329237354322313	3.94758266360456
20170910-B11	20170910	B11	1	1.922510611	50x dilution	NA18855	NA19101	18855_19101	59	5646793	3523154	2430065	1093089	44793	2384256	939	77	167322	1878	165377	64	3	35	9048	NA18855	0.28458	0.09287	311848	9284	0.03	1	3961	TRUE	TRUE	0.310258648926502	TRUE	0.0184328402738198	TRUE	TRUE	0.041926193824928	0.0693620987008107	FALSE	FALSE	TRUE	2.42469841128682	3.23646234097243	2.97419614288207	0.0157632971162811	0.339508222092876	0.089605366614212	1756	131	0.439569133887801	5.52633738162322
20170910-B12	20170910	B12	1	2.001121008	50x dilution	NA18855	NA19101	18855_19101	60	5883568	3674228	2451719	1222509	49656	2400772	1209	82	159311	1951	157301	58	1	35	8738	NA19101	0.27626	0.11217	311848	9294	0.03	1	3904	TRUE	TRUE	0.332725405173549	TRUE	0.0202535445538416	TRUE	TRUE	0.0392903173835992	0.0655210074092833	FALSE	FALSE	TRUE	3.11669965982434	3.01167074547777	2.70462315369572	0.590272988512293	0.305887767931331	-0.165800520183252	2345	150	0.637948418703956	4.5572620216563
20170910-C01	20170910	C01	1	1.483439744	50x dilution	NA18855	NA19101	18855_19101	15	4441485	2753922	1801658	952264	53472	1747031	1155	0	113150	1744	111369	37	0	33	7860	NA18855	0.35333	0.15566	311848	6309	0.02	1	2925	TRUE	TRUE	0.345784666377624	TRUE	0.0296793287072241	TRUE	TRUE	0.0326152004787552	0.063747580895817	FALSE	FALSE	TRUE	3.10829791433508	2.95978408491844	2.67633136428406	0.57945150565333	-0.00827114625102299	-0.243240909398933	2197	166	0.832242306095519	3.85243966476607
20170910-C02	20170910	C02	1	1.016497327	50x dilution	NA18855	NA19101	18855_19101	14	3798970	2276337	1369222	907115	58383	1310598	241	0	89202	1644	87543	15	0	35	6802	NA18855	0.35812	0.14348	311848	4782	0.02	1	2244	TRUE	TRUE	0.398497674114158	TRUE	0.0426395427476333	TRUE	TRUE	0.0281588818662967	0.0667962258449959	FALSE	FALSE	TRUE	2.49608757356873	2.45976741352815	2.4908049546797	0.206477472073626	-0.319219982915264	-0.373625075890734	2319	152	0.434474660641417	2.70580936487707
20170910-C07	20170910	C07	1	1.737093281	50x dilution	NA18855	NA19101	18855_19101	18	4392413	2825412	2023459	801953	29415	1993419	614	11	142020	1561	140432	24	3	36	8683	NA19101	0.25851	0.12433	311848	9039	0.03	1	3857	TRUE	TRUE	0.283835773331465	TRUE	0.0145369883946252	TRUE	TRUE	0.0530681625021248	0.070447808513915	FALSE	FALSE	TRUE	2.05667145167653	3.17866872178337	2.99995026882754	-0.262889291692705	0.257185983407587	0.0282404732376116	2690	172	0.693494464444144	6.20733521988891
20170910-C08	20170910	C08	1	1.695423413	50x dilution	NA18855	NA19101	18855_19101	17	4892989	3143339	2120401	1022938	47268	2072369	764	0	124832	1668	123134	30	0	29	8124	NA19101	0.29961	0.09306	311848	7476	0.02	1	3234	TRUE	TRUE	0.325430378333358	TRUE	0.022292009860399	TRUE	TRUE	0.0352881441990353	0.0594170246707995	FALSE	FALSE	TRUE	2.89274701587149	2.80478496673069	2.50929842752924	0.376500471359785	-0.0949558589949691	-0.312610431881453	1264	110	0.585373666019579	3.48272658632003
20170910-C12	20170910	C12	1	1.095454833	50x dilution	NA18855	NA19101	18855_19101	66	4544974	2772908	1611939	1160969	54562	1555946	1430	1	109138	1760	107331	46	1	32	7683	NA18855	0.34975	0.12748	311848	5384	0.02	1	2742	TRUE	TRUE	0.418682841262674	TRUE	0.0338486754151367	TRUE	TRUE	0.0322568820791027	0.0689811857223837	FALSE	FALSE	TRUE	3.19672829711907	2.93428701679796	2.90651941326207	0.823484896160834	0.223280663708096	0.0241531637879482	2011	144	0.390423660525752	4.27810368597657
20170910-D04	20170910	D04	1	1.832852936	50x dilution	NA18855	NA19101	18855_19101	67	5189498	3223321	2091154	1132167	53038	2036480	1555	81	128049	1798	126197	53	1	33	8156	NA18855	0.30265	0.07614	311848	7398	0.02	1	3282	TRUE	TRUE	0.351242398755817	TRUE	0.0253630292173604	TRUE	TRUE	0.033900222481994	0.0619682000314268	FALSE	FALSE	TRUE	2.2537793653575	3.23062591343649	2.64877299117046	0.12317842376273	0.250943998231058	-0.30473494651243	1770	132	0.567188890926182	5.21993961897928
20170910-D05	20170910	D05	1	1.525039064	50x dilution	NA18855	NA19101	18855_19101	68	3978131	2468890	1589975	878915	51890	1537564	459	62	101624	1672	99910	39	3	29	7484	NA18855	0.34193	0.14597	311848	5536	0.02	1	2605	TRUE	TRUE	0.355996014403234	TRUE	0.0326357332662463	TRUE	TRUE	0.0322220080940451	0.0649794089872031	FALSE	FALSE	TRUE	3.03612358596867	2.80557501305769	2.78289729319576	0.712590079540896	0.123266670733263	-0.066554993213594	1039	106	0.802648271097891	4.13957661779016
20170910-D06	20170910	D06	1	1.55500251	50x dilution	NA18855	NA19101	18855_19101	69	4502332	2744315	1713869	1030446	52685	1661100	84	0	110247	1730	108504	13	0	34	7772	NA18855	0.32708	0.11579	311848	5975	0.02	1	2820	TRUE	TRUE	0.375483863915039	TRUE	0.0307403891429275	TRUE	TRUE	0.0328366707791592	0.0653205707061586	FALSE	FALSE	TRUE	2.44246711315851	2.14931112764343	2.5389658789277	0.0124958102399892	-0.664998951652578	-0.33054828273702	1553	168	0.929156679104951	2.33957666345061
20170910-D07	20170910	D07	1	1.556251043	50x dilution	NA18855	NA19101	18855_19101	24	4361128	2732073	1793375	938698	48042	1744775	558	0	113529	1670	111825	34	0	36	8206	NA18855	0.35995	0.13165	311848	6460	0.02	1	3025	TRUE	TRUE	0.343584523546772	TRUE	0.0267885969192166	TRUE	TRUE	0.0347612505724158	0.0640913584846184	FALSE	FALSE	TRUE	3.15577342484465	2.81579920692394	2.52925653947531	0.528054485033075	-0.00146568893404808	-0.361828958503217	651	79	0.702104886750067	3.86425158007004
20170910-D08	20170910	D08	1	1.620842367	50x dilution	NA18855	NA19101	18855_19101	23	5084343	3121111	1972194	1148917	49984	1920852	1352	6	122510	1686	120779	42	3	35	8212	NA18855	0.34001	0.13816	311848	6952	0.02	1	3235	TRUE	TRUE	0.368111547458581	TRUE	0.0253443626742602	TRUE	TRUE	0.0337307938540333	0.0628778271308773	FALSE	FALSE	TRUE	3.19409562008992	3.1301611645807	2.70246836340371	0.685269611978431	0.195003547621127	-0.228845920418097	1264	116	0.680777991207938	4.29154739308599
20170910-D09	20170910	D09	1	1.741135688	50x dilution	NA18855	NA19101	18855_19101	22	5786522	3605128	2384542	1220586	33070	2350689	779	4	180627	1670	178913	41	3	34	9022	NA19101	0.30082	0.08558	311848	9082	0.03	1	3958	TRUE	TRUE	0.338569393375214	TRUE	0.0138684913077648	TRUE	TRUE	0.0504989416389477	0.0761108764281451	FALSE	FALSE	TRUE	2.08645053380926	3.02538784364476	2.61687268233035	-0.115795839017008	0.0915783492979689	-0.343592173165555	1611	135	0.892498883438235	0.170596468498616
20170910-D10	20170910	D10	1	1.536078816	50x dilution	NA18855	NA19101	18855_19101	70	4395372	2680023	1710760	969263	51134	1658783	774	69	108730	1698	106998	33	1	35	7704	NA18855	0.32534	0.12172	311848	6097	0.02	1	2717	TRUE	TRUE	0.36166219469012	TRUE	0.0298896396923005	TRUE	TRUE	0.0332068682285759	0.0645039164254758	FALSE	FALSE	TRUE	3.09367223829708	2.5480443537522	2.48473295796847	0.617198135678477	-0.168757761976621	-0.374247608850033	1187	119	0.873894530434772	3.4948397857084
20170910-D12	20170910	D12	1	2.066958791	50x dilution	NA18855	NA19101	18855_19101	72	5755497	3580727	2345498	1235229	40682	2303530	1284	2	154932	1703	153177	50	2	35	8637	NA19101	0.25285	0.11635	311848	8685	0.03	1	3763	TRUE	TRUE	0.344965980372142	TRUE	0.0173447174118247	TRUE	TRUE	0.0418612654245121	0.0664966377689893	FALSE	FALSE	TRUE	2.28814564644031	3.10207932510539	2.66180870071095	-0.229701681579953	0.292925792968671	-0.239785574532286	1324	123	0.776923698209188	6.08202763448342
20170910-E02	20170910	E02	1	1.751330529	50x dilution	NA18855	NA19101	18855_19101	26	5746151	3636734	2385433	1251301	54677	2329843	900	13	145372	1929	143411	31	1	29	8584	NA19101	0.3547	0.15634	311848	8360	0.03	1	3625	TRUE	TRUE	0.344072731192328	TRUE	0.0229212055002174	TRUE	TRUE	0.0352799166011303	0.0615539330332559	FALSE	FALSE	TRUE	2.70442114042828	2.40451550844018	2.57829092157426	0.520413614391665	-0.144899145973269	-0.270083682024151	931	97	0.41395028191001	3.47751764430945
20170910-E03	20170910	E03	1	1.502812998	50x dilution	NA18855	NA19101	18855_19101	27	4930277	3090241	2004305	1085936	59336	1943728	1228	13	129856	2104	127697	53	2	35	8485	NA18855	0.432	0.14812	311848	7379	0.02	1	3430	TRUE	TRUE	0.351408191141079	TRUE	0.0296042767942005	TRUE	TRUE	0.0354590804907645	0.0656969493674012	FALSE	FALSE	TRUE	3.02602028330188	2.53485791613191	2.34220086371171	0.730305707714637	-0.177736267651917	-0.469927254263737	793	87	0.705007938420307	3.54199263447803
20170910-E04	20170910	E04	1	1.405636698	50x dilution	NA18855	NA19101	18855_19101	75	4511042	2774491	1780780	993711	63683	1716580	516	1	107782	1811	105947	23	1	31	7709	NA18855	0.31546	0.1143	311848	5814	0.02	1	2763	TRUE	TRUE	0.358159748941337	TRUE	0.0357612956120352	TRUE	TRUE	0.0284377306345493	0.0617198149809505	FALSE	FALSE	TRUE	2.27601574900433	2.40934282429736	2.50317023976672	-0.0832672456694614	-0.339327063202637	-0.351414073605934	933	96	0.738203259803554	2.14229191116017
20170910-E05	20170910	E05	1	1.716840772	50x dilution	NA18855	NA19101	18855_19101	74	4891533	3024499	1994796	1029703	61234	1933117	445	0	119332	1827	117480	25	0	33	7858	NA19101	0.34799	0.14356	311848	6486	0.02	1	2948	TRUE	TRUE	0.340454071897527	TRUE	0.0306968732642335	TRUE	TRUE	0.0298363654179051	0.0607723174541427	FALSE	FALSE	TRUE	2.22764167514526	2.30085975014191	2.78783154177205	-0.104975740211412	-0.452959866871451	-0.137869879696854	1345	112	0.430312762590384	2.16164149169454
20170910-E07	20170910	E07	1	2.11795673	50x dilution	NA18855	NA19101	18855_19101	28	5595904	3569389	2424116	1145273	50119	2372783	1214	0	154315	1903	152341	71	0	34	8971	NA18855	0.36676	0.20184	311848	9236	0.03	1	4055	TRUE	TRUE	0.320859676544081	TRUE	0.0206751657098918	TRUE	TRUE	0.0379696322751851	0.0642035112355407	FALSE	FALSE	TRUE	2.9132097128822	2.67205664224593	2.47076500028948	0.619175290759344	-0.139858493125879	-0.410992369834794	664	78	0.515587048790504	3.55561170451508
20170910-E09	20170910	E09	1	1.442005573	50x dilution	NA18855	NA19101	18855_19101	30	4288598	2744869	1757065	987804	48134	1708223	708	0	111822	1677	110130	15	0	36	7933	NA19101	0.3591	0.14759	311848	6072	0.02	1	2938	TRUE	TRUE	0.359872911967748	TRUE	0.0273945471567643	TRUE	TRUE	0.0348402376698384	0.0644705053145871	FALSE	FALSE	TRUE	1.08709414460114	2.45772372263777	2.6086302235096	-0.834666035578383	-0.244472466977899	-0.28044396930847	3356	290	0.969062569943796	1.19995404229628
